time [s],yaw [rad],pitch [rad],roll [rad]
570,4.34E-06,-1.87E-05,-4.07E-11
571,-4.64E-06,8.82E-06,-2.05E-11
572,-1.58E-05,9.03E-06,-7.15E-11
573,1.08E-06,-1.61E-05,-8.67E-12
574,1.52E-05,1.88E-06,1.43E-11
575,-3.83E-06,1.47E-05,-2.82E-11
576,-2.55E-05,-1.07E-05,1.37E-10
577,-1.09E-05,-7.11E-06,3.87E-11
578,2.30E-06,3.08E-06,3.55E-12
579,8.49E-06,1.41E-05,5.97E-11
580,1.20E-05,-4.68E-06,-2.80E-11
581,1.11E-05,1.52E-05,8.48E-11
582,7.78E-06,-5.38E-06,-2.10E-11
583,1.72E-06,5.68E-06,4.89E-12
584,-2.30E-05,1.75E-05,-2.01E-10
585,2.63E-06,-5.18E-07,-6.81E-13
586,-6.01E-06,3.73E-05,-1.12E-10
587,4.53E-05,-1.16E-05,-2.63E-10
588,3.39E-05,1.47E-05,2.50E-10
589,-1.06E-05,8.10E-06,-4.28E-11
590,-1.34E-05,2.13E-05,-1.42E-10
591,-6.66E-05,4.65E-06,-1.55E-10
592,6.18E-05,-1.73E-05,-5.35E-10
593,-2.66E-05,-1.02E-05,1.36E-10
594,-1.58E-05,-1.19E-05,9.38E-11
595,-2.55E-05,4.43E-06,-5.66E-11
596,-4.61E-06,8.53E-06,-1.97E-11
597,1.33E-05,1.31E-05,8.72E-11
598,2.97E-05,1.58E-05,2.35E-10
599,-5.63E-05,-1.24E-05,3.50E-10
600,8.07E-06,5.73E-06,2.31E-11
601,2.50E-05,-1.82E-05,-2.27E-10
602,-1.96E-05,-4.01E-06,3.94E-11
603,1.80E-05,7.72E-06,6.94E-11
604,8.48E-06,-7.09E-06,-3.01E-11
605,-4.76E-06,1.23E-05,-2.93E-11
606,1.20E-05,5.77E-06,3.47E-11
607,2.81E-05,-2.11E-05,-2.97E-10
608,-1.69E-05,3.45E-06,-2.91E-11
609,-8.03E-08,-9.46E-06,3.80E-13
610,7.44E-06,1.29E-05,4.82E-11
611,-1.02E-05,1.63E-07,-8.28E-13
612,1.27E-07,-1.15E-05,-7.29E-13
613,7.07E-06,-2.53E-05,-8.95E-11
614,1.97E-05,1.85E-05,1.83E-10
615,3.60E-05,1.31E-05,2.35E-10
616,2.39E-06,-1.56E-06,-1.87E-12
617,-6.29E-06,-9.76E-06,3.07E-11
618,1.38E-05,4.11E-06,2.84E-11
619,-4.89E-06,1.22E-05,-2.98E-11
620,-5.29E-06,8.99E-06,-2.38E-11
621,-1.76E-06,-3.05E-05,2.68E-11
622,2.10E-05,7.96E-07,8.35E-12
623,-2.02E-05,-1.86E-05,1.87E-10
624,-2.15E-05,-2.11E-05,2.27E-10
625,2.07E-05,-1.06E-05,-1.09E-10
626,2.88E-05,3.72E-06,5.36E-11
627,3.15E-06,-2.15E-06,-3.38E-12
628,-2.56E-05,6.26E-06,-8.01E-11
629,-2.69E-05,-1.40E-05,1.88E-10
630,-4.54E-07,2.79E-05,-6.33E-12
631,2.29E-05,-5.93E-06,-6.78E-11
632,2.21E-05,6.01E-06,6.63E-11
633,-3.45E-05,1.35E-06,-2.34E-11
634,-2.55E-06,-4.34E-06,5.54E-12
635,-2.32E-05,2.29E-06,-2.66E-11
636,7.87E-06,-5.75E-06,-2.26E-11
637,1.81E-05,2.12E-05,1.92E-10
638,1.57E-05,3.45E-06,2.71E-11
639,4.69E-06,3.04E-05,7.13E-11
640,-1.11E-05,3.66E-06,-2.03E-11
641,1.40E-06,1.01E-05,7.09E-12
642,-1.31E-07,5.19E-06,-3.41E-13
643,2.44E-05,2.84E-06,3.46E-11
644,7.85E-06,2.36E-06,9.27E-12
645,1.05E-05,1.40E-05,7.33E-11
646,-1.39E-05,-6.58E-07,4.57E-12
647,-4.10E-06,-1.02E-07,2.09E-13
648,1.06E-06,3.60E-06,1.91E-12
649,2.41E-05,-2.07E-06,-2.49E-11
650,-1.58E-05,-1.40E-05,1.11E-10
651,3.32E-06,2.70E-06,4.48E-12
652,-1.16E-05,-1.01E-05,5.85E-11
653,-2.44E-06,8.02E-06,-9.78E-12
654,-1.24E-05,-1.33E-05,8.23E-11
655,1.81E-05,7.12E-06,6.43E-11
656,-5.10E-06,-1.28E-05,3.26E-11
657,7.65E-06,-1.15E-06,-4.39E-12
658,-6.05E-06,-3.35E-06,1.01E-11
659,1.24E-05,-4.48E-06,-2.77E-11
660,1.98E-05,-3.50E-05,-3.47E-10
661,6.20E-06,1.25E-05,3.88E-11
662,6.11E-06,6.96E-06,2.13E-11
663,4.19E-06,-1.20E-05,-2.52E-11
664,-1.61E-06,-1.74E-05,1.40E-11
665,-2.08E-06,-5.65E-07,5.86E-13
666,-1.28E-05,1.20E-06,-7.71E-12
667,-2.04E-06,-3.07E-06,3.14E-12
668,1.54E-06,3.67E-05,2.82E-11
669,-1.18E-05,6.85E-06,-4.04E-11
670,1.45E-05,1.65E-06,1.20E-11
671,-2.66E-06,2.05E-06,-2.73E-12
672,9.63E-06,5.78E-07,2.78E-12
673,3.37E-06,1.02E-05,1.72E-11
674,-1.60E-05,6.61E-07,-5.29E-12
675,-1.06E-05,9.13E-06,-4.85E-11
676,7.02E-06,-7.77E-07,-2.73E-12
677,1.40E-05,2.24E-05,1.57E-10
678,5.19E-06,-3.41E-06,-8.85E-12
679,4.15E-06,2.44E-05,5.07E-11
680,-5.42E-06,-2.76E-05,7.49E-11
681,-1.76E-06,-9.47E-08,8.33E-14
682,1.52E-05,2.26E-05,1.72E-10
683,-5.38E-05,-3.65E-06,9.84E-11
684,-5.01E-07,-6.07E-06,1.52E-12
685,4.27E-05,3.95E-06,8.43E-11
686,-1.00E-05,2.43E-07,-1.22E-12
687,-4.54E-06,-5.15E-06,1.17E-11
688,4.61E-05,-2.20E-06,-5.07E-11
689,-1.12E-05,1.70E-05,-9.48E-11
690,-1.08E-05,-8.64E-06,4.68E-11
691,-6.17E-06,1.29E-05,-3.97E-11
692,2.06E-05,-4.93E-06,-5.08E-11
693,5.01E-05,3.29E-06,8.23E-11
694,1.49E-05,1.18E-06,8.79E-12
695,2.38E-05,7.86E-06,9.38E-11
696,-2.03E-05,1.74E-05,-1.76E-10
697,-2.67E-08,4.83E-06,-6.44E-14
698,-7.51E-06,3.70E-06,-1.39E-11
699,-3.01E-05,1.01E-05,-1.52E-10
700,4.75E-06,-4.51E-06,-1.07E-11
701,-4.65E-06,1.18E-05,-2.75E-11
702,5.55E-06,1.60E-05,4.45E-11
703,5.98E-06,-9.25E-06,-2.77E-11
704,-2.94E-05,-5.11E-06,7.52E-11
705,-1.43E-05,1.13E-05,-8.08E-11
706,6.10E-05,4.02E-06,1.23E-10
707,-2.09E-05,7.59E-06,-7.95E-11
708,9.70E-06,2.34E-05,1.14E-10
709,2.83E-06,-2.28E-05,-3.22E-11
710,2.03E-05,-3.12E-06,-3.17E-11
711,3.92E-05,1.53E-05,2.99E-10
712,2.00E-05,-3.19E-05,-3.19E-10
713,1.05E-06,2.00E-05,1.05E-11
714,1.01E-05,-5.53E-06,-2.80E-11
715,4.60E-06,-7.41E-06,-1.70E-11
716,2.83E-05,7.06E-06,9.98E-11
717,-1.58E-05,2.96E-06,-2.34E-11
718,-2.82E-05,6.10E-07,-8.60E-12
719,-1.16E-05,2.78E-05,-1.60E-10
720,1.19E-05,-2.29E-05,-1.36E-10
721,3.14E-05,3.28E-05,5.15E-10
722,1.70E-05,-1.06E-05,-9.03E-11
723,5.65E-06,1.06E-05,3.01E-11
724,1.67E-05,1.69E-06,1.41E-11
725,-6.31E-06,6.91E-06,-2.18E-11
726,-2.14E-05,1.63E-05,-1.74E-10
727,-1.37E-05,-2.16E-06,1.48E-11
728,1.45E-07,-1.99E-05,-1.44E-12
729,-3.47E-05,-1.30E-05,2.25E-10
730,-1.59E-05,-9.83E-06,7.80E-11
731,8.41E-06,2.54E-05,1.07E-10
732,3.21E-06,-3.26E-06,-5.23E-12
733,6.46E-06,-3.59E-05,-1.16E-10
734,-6.11E-06,9.58E-06,-2.92E-11
735,1.16E-06,-4.76E-06,-2.77E-12
736,-3.72E-05,-1.43E-05,2.67E-10
737,-2.50E-05,-8.10E-06,1.01E-10
738,-1.52E-05,-2.82E-05,2.14E-10
739,-9.45E-06,1.61E-05,-7.60E-11
740,-9.81E-06,-8.99E-07,4.41E-12
741,-3.05E-06,7.10E-08,-1.08E-13
742,-4.79E-06,-1.71E-05,4.10E-11
743,-8.50E-06,-6.33E-06,2.69E-11
744,3.18E-06,3.80E-06,6.05E-12
745,2.68E-06,1.20E-05,1.61E-11
746,-1.05E-05,4.20E-06,-2.21E-11
747,-3.95E-05,-2.35E-06,4.64E-11
748,-1.01E-05,-2.35E-05,1.19E-10
749,-7.67E-06,-3.25E-06,1.25E-11
750,-3.34E-07,-7.33E-06,1.23E-12
751,-8.00E-06,1.11E-05,-4.44E-11
752,2.95E-05,-2.82E-10,-4.15E-15
753,-1.11E-05,1.19E-05,-6.58E-11
754,-7.12E-06,-6.33E-06,2.25E-11
755,-2.39E-05,1.27E-05,-1.51E-10
756,-2.15E-05,2.14E-05,-2.30E-10
757,-4.43E-05,-9.17E-06,2.03E-10
758,-7.24E-06,6.56E-06,-2.38E-11
759,-4.00E-05,1.79E-06,-3.58E-11
760,2.37E-06,-1.93E-06,-2.29E-12
761,3.32E-05,1.70E-05,2.83E-10
762,2.95E-05,1.79E-05,2.64E-10
763,-8.96E-06,4.58E-07,-2.05E-12
764,1.01E-05,-2.36E-05,-1.19E-10
765,-7.40E-06,-1.72E-05,6.35E-11
766,1.97E-05,4.20E-06,4.13E-11
767,-1.65E-05,-2.46E-05,2.03E-10
768,4.18E-05,6.92E-06,1.45E-10
769,3.61E-06,4.33E-06,7.81E-12
770,3.76E-06,-1.85E-05,-3.47E-11
771,-1.54E-05,6.21E-06,-4.78E-11
772,4.67E-05,1.39E-05,3.24E-10
773,-2.44E-05,-3.52E-05,4.29E-10
774,1.99E-05,9.03E-06,9.01E-11
775,2.96E-05,2.41E-05,3.57E-10
776,-3.26E-06,5.07E-06,-8.28E-12
777,1.69E-05,8.61E-06,7.27E-11
778,1.04E-05,-5.91E-06,-3.06E-11
779,4.53E-05,7.10E-06,1.61E-10
780,-1.21E-05,-4.45E-06,2.69E-11
781,4.16E-06,2.71E-05,5.64E-11
782,-6.30E-06,-3.93E-06,1.24E-11
783,8.78E-06,3.05E-05,1.34E-10
784,-4.09E-05,6.87E-06,-1.40E-10
785,-3.06E-05,-1.10E-05,1.69E-10
786,5.64E-06,4.58E-06,1.29E-11
787,2.18E-05,-1.71E-05,-1.87E-10
788,1.65E-05,-6.31E-06,-5.19E-11
789,9.28E-06,-6.34E-06,-2.94E-11
790,2.08E-05,2.37E-05,2.46E-10
791,-2.56E-06,-4.35E-06,5.56E-12
792,-3.08E-06,-1.66E-07,2.55E-13
793,-3.72E-05,-9.99E-06,1.86E-10
794,2.44E-05,5.85E-06,7.15E-11
795,-1.64E-06,-7.12E-06,5.82E-12
796,-6.92E-06,-1.37E-05,4.75E-11
797,-1.24E-05,-3.12E-06,1.94E-11
798,7.62E-06,4.57E-05,1.74E-10
799,2.56E-06,-2.48E-05,-3.18E-11
800,6.42E-06,4.04E-06,1.30E-11
801,1.10E-06,1.01E-06,5.52E-13
802,-5.72E-06,-3.92E-07,1.12E-12
803,-7.52E-06,1.49E-05,-5.61E-11
804,-1.75E-06,-1.19E-05,1.03E-11
805,1.39E-05,-1.51E-05,-1.05E-10
806,-1.57E-05,1.30E-05,-1.02E-10
807,-4.07E-05,-2.38E-06,4.85E-11
808,-2.67E-06,1.85E-05,-2.48E-11
809,-6.38E-06,2.55E-06,-8.12E-12
810,5.58E-06,6.55E-06,1.83E-11
811,-5.11E-05,2.37E-05,-6.06E-10
812,-9.93E-06,2.72E-05,-1.35E-10
813,-3.44E-05,1.95E-06,-3.35E-11
814,-7.13E-06,-1.01E-05,3.62E-11
815,-1.19E-05,-1.57E-05,9.33E-11
816,9.37E-06,7.71E-06,3.61E-11
817,-3.52E-05,1.83E-06,-3.22E-11
818,8.23E-06,2.20E-06,9.07E-12
819,1.93E-05,1.23E-05,1.19E-10
820,-3.51E-05,-4.45E-05,7.80E-10
821,-1.93E-06,7.42E-06,-7.16E-12
822,-7.71E-06,-1.75E-05,6.75E-11
823,-1.75E-05,7.28E-06,-6.37E-11
824,2.16E-05,1.10E-05,1.19E-10
825,-1.49E-06,-1.33E-05,9.90E-12
826,2.65E-06,-1.10E-05,-1.46E-11
827,2.05E-06,1.89E-05,1.93E-11
828,-9.13E-06,-1.14E-05,5.20E-11
829,-3.14E-05,-8.55E-06,1.34E-10
830,3.82E-06,-3.69E-07,-7.05E-13
831,3.55E-06,-8.99E-06,-1.60E-11
832,-6.19E-05,2.46E-05,-7.61E-10
833,4.67E-06,-1.06E-05,-2.48E-11
834,1.23E-07,7.33E-06,4.50E-13
835,1.26E-05,1.90E-05,1.20E-10
836,-4.26E-06,1.87E-06,-3.98E-12
837,-2.20E-05,-2.06E-05,2.26E-10
838,-2.16E-05,1.46E-05,-1.57E-10
839,-5.17E-06,-5.77E-06,1.49E-11
840,-1.03E-06,-1.25E-05,6.45E-12
841,-5.16E-07,-7.99E-06,2.06E-12
842,-1.60E-06,-5.69E-06,4.55E-12
843,-5.92E-06,-1.00E-06,2.97E-12
844,2.22E-06,-2.25E-06,-2.49E-12
845,5.87E-06,-1.67E-06,-4.90E-12
846,-1.95E-06,3.80E-06,-3.72E-12
847,3.89E-06,2.72E-06,5.30E-12
848,9.16E-06,-5.05E-06,-2.31E-11
849,1.18E-05,-7.10E-06,-4.20E-11
850,-9.40E-06,-1.48E-05,6.94E-11
851,-3.48E-05,-5.47E-06,9.51E-11
852,-3.34E-06,2.34E-05,-3.91E-11
853,1.06E-05,-4.89E-06,-2.58E-11
854,1.97E-06,1.28E-05,1.26E-11
855,-1.19E-05,9.70E-06,-5.77E-11
856,2.28E-07,-2.96E-05,-3.37E-12
857,7.58E-06,6.37E-06,2.41E-11
858,-9.39E-06,2.50E-06,-1.18E-11
859,1.70E-05,5.85E-06,4.96E-11
860,1.57E-05,-1.07E-05,-8.36E-11
861,1.04E-05,4.62E-06,2.40E-11
862,5.98E-07,2.23E-05,6.65E-12
863,6.17E-06,-4.21E-06,-1.30E-11
864,-3.44E-05,4.21E-06,-7.25E-11
865,-1.29E-05,9.30E-07,-6.01E-12
866,-7.07E-06,5.12E-06,-1.81E-11
867,9.99E-06,3.05E-05,1.52E-10
868,-1.54E-05,2.72E-06,-2.08E-11
869,2.80E-06,7.98E-06,1.12E-11
870,1.64E-05,1.13E-05,9.26E-11
871,3.65E-05,1.86E-06,3.39E-11
872,-8.84E-07,-2.76E-05,1.22E-11
873,-6.35E-06,1.57E-05,-4.98E-11
874,1.20E-05,-2.57E-05,-1.54E-10
875,-3.04E-06,-2.23E-05,3.38E-11
876,4.96E-06,1.17E-05,2.91E-11
877,7.82E-06,-1.46E-05,-5.69E-11
878,-3.51E-05,4.08E-07,-7.17E-12
879,-2.59E-05,-1.24E-05,1.60E-10
880,-4.91E-06,-1.93E-06,4.73E-12
881,-6.39E-06,-2.10E-06,6.70E-12
882,3.69E-06,1.02E-05,1.89E-11
883,-3.01E-06,-4.27E-06,6.43E-12
884,-1.35E-05,-2.92E-06,1.97E-11
885,-1.04E-05,1.48E-05,-7.71E-11
886,-7.12E-06,-8.75E-06,3.12E-11
887,-9.00E-07,-2.26E-06,1.02E-12
888,-6.44E-06,3.81E-06,-1.23E-11
889,-2.14E-06,4.50E-06,-4.82E-12
890,1.28E-05,-1.06E-05,-6.79E-11
891,8.96E-07,5.97E-07,2.67E-13
892,-6.55E-06,3.08E-06,-1.01E-11
893,-8.81E-06,1.90E-06,-8.37E-12
894,1.69E-05,6.01E-06,5.09E-11
895,3.35E-05,9.27E-06,1.55E-10
896,-3.48E-05,1.34E-05,-2.33E-10
897,-1.74E-05,-3.13E-06,2.72E-11
898,-9.79E-06,-1.58E-06,7.76E-12
899,8.35E-06,-1.28E-05,-5.33E-11
900,1.74E-05,9.46E-06,8.23E-11
901,-4.15E-06,-4.99E-06,1.04E-11
902,-1.35E-05,3.86E-06,-2.61E-11
903,1.71E-05,1.25E-05,1.07E-10
904,-1.06E-05,-4.38E-06,2.31E-11
905,5.12E-06,-3.46E-06,-8.85E-12
906,-2.12E-06,1.26E-05,-1.33E-11
907,1.54E-05,1.06E-05,8.13E-11
908,-4.12E-05,1.39E-05,-2.87E-10
909,-5.97E-06,-2.96E-06,8.83E-12
910,3.25E-05,5.15E-08,8.37E-13
911,5.16E-06,4.41E-06,1.14E-11
912,2.96E-05,-2.51E-05,-3.72E-10
913,-4.99E-06,3.98E-06,-9.93E-12
914,-6.86E-06,4.66E-06,-1.60E-11
915,2.23E-05,7.93E-06,8.82E-11
916,2.48E-05,8.49E-06,1.05E-10
917,-4.35E-06,7.06E-07,-1.54E-12
918,-3.90E-05,7.97E-06,-1.55E-10
919,1.35E-05,7.44E-06,5.02E-11
920,-2.75E-06,-1.37E-08,1.88E-14
921,1.92E-07,-1.58E-06,-1.51E-13
922,-1.87E-06,2.97E-05,-2.77E-11
923,2.39E-07,8.01E-06,9.59E-13
924,5.37E-06,-9.70E-06,-2.60E-11
925,2.69E-05,6.28E-06,8.46E-11
926,5.47E-05,5.26E-06,1.44E-10
927,-4.88E-05,-2.33E-05,5.68E-10
928,-6.36E-07,-1.16E-05,3.69E-12
929,-9.73E-07,6.51E-07,-3.17E-13
930,-1.54E-05,7.39E-06,-5.67E-11
931,7.89E-06,-6.04E-06,-2.39E-11
932,-3.97E-05,1.11E-05,-2.20E-10
933,3.08E-05,-1.14E-06,-1.76E-11
934,4.95E-06,-4.04E-06,-1.00E-11
935,4.15E-06,-6.61E-06,-1.37E-11
936,9.04E-06,1.84E-05,8.31E-11
937,1.86E-05,1.49E-05,1.39E-10
938,-7.42E-06,7.63E-06,-2.83E-11
939,1.47E-05,-1.20E-05,-8.81E-11
940,-4.55E-06,-4.15E-06,9.43E-12
941,-1.03E-05,7.79E-06,-4.03E-11
942,7.53E-06,7.93E-06,2.98E-11
943,8.48E-06,-6.61E-06,-2.80E-11
944,3.95E-06,-1.39E-05,-2.76E-11
945,8.53E-07,1.04E-05,4.43E-12
946,3.52E-06,2.52E-06,4.43E-12
947,-4.77E-05,1.09E-05,-2.59E-10
948,5.08E-06,2.24E-06,5.68E-12
949,-8.76E-06,-3.65E-06,1.60E-11
950,1.49E-05,-7.11E-06,-5.30E-11
951,3.94E-05,1.33E-05,2.62E-10
952,-2.43E-06,1.47E-05,-1.79E-11
953,1.15E-05,-4.08E-05,-2.35E-10
954,-3.94E-06,2.83E-05,-5.58E-11
955,4.25E-06,-2.12E-05,-4.51E-11
956,3.55E-05,1.12E-05,1.98E-10
957,1.09E-05,-5.86E-06,-3.19E-11
958,1.25E-05,-3.40E-06,-2.13E-11
959,-3.50E-05,-5.73E-06,1.00E-10
960,1.12E-05,2.60E-05,1.45E-10
961,1.29E-05,-7.30E-06,-4.69E-11
962,-1.29E-05,1.72E-06,-1.11E-11
963,-1.79E-05,1.30E-05,-1.16E-10
964,2.49E-06,-2.54E-06,-3.16E-12
965,1.86E-05,-1.88E-05,-1.76E-10
966,-1.49E-06,1.64E-05,-1.23E-11
967,-1.15E-06,-2.71E-06,1.55E-12
968,-6.45E-06,-1.18E-05,3.80E-11
969,-2.91E-05,-6.27E-06,9.12E-11
970,-2.96E-05,1.42E-06,-2.10E-11
971,1.07E-05,8.84E-06,4.71E-11
972,-5.35E-05,-4.33E-06,1.16E-10
973,1.62E-06,-4.40E-07,-3.56E-13
974,4.06E-05,-6.84E-07,-1.39E-11
975,9.61E-06,1.76E-05,8.45E-11
976,-2.62E-05,-9.17E-06,1.20E-10
977,-4.63E-07,7.51E-06,-1.74E-12
978,8.80E-06,-1.56E-05,-6.84E-11
979,1.35E-05,9.55E-07,6.44E-12
980,3.40E-05,-2.86E-07,-4.86E-12
981,-3.71E-05,-3.96E-06,7.36E-11
982,1.24E-05,-3.53E-05,-2.18E-10
983,-2.33E-06,-1.21E-06,1.41E-12
984,-2.29E-08,-5.28E-06,6.06E-14
985,2.89E-05,8.80E-06,1.27E-10
986,1.25E-07,-1.47E-05,-9.20E-13
987,-1.32E-05,5.65E-07,-3.72E-12
988,-6.40E-07,-2.23E-05,7.15E-12
989,1.18E-05,1.24E-05,7.34E-11
990,-3.03E-06,7.16E-07,-1.09E-12
991,-7.03E-06,1.43E-05,-5.02E-11
992,-1.63E-05,-3.77E-09,3.08E-14
993,1.84E-07,-1.17E-05,-1.07E-12
994,1.16E-05,9.85E-06,5.72E-11
995,1.00E-05,-8.14E-07,-4.09E-12
996,2.08E-05,-8.52E-06,-8.88E-11
997,-6.66E-05,-1.48E-05,4.91E-10
998,5.46E-05,1.17E-06,3.19E-11
999,9.77E-08,5.10E-06,2.49E-13
1000,7.13E-06,-4.95E-06,-1.76E-11
1001,1.12E-06,1.16E-05,6.50E-12
1002,2.49E-05,8.49E-07,1.06E-11
1003,2.05E-07,3.92E-06,4.02E-13
1004,1.16E-05,2.51E-06,1.46E-11
1005,-1.21E-06,-5.41E-06,3.28E-12
1006,1.15E-05,-9.34E-06,-5.37E-11
1007,1.86E-05,1.04E-05,9.67E-11
1008,-2.43E-05,2.10E-05,-2.55E-10
1009,9.36E-07,-1.20E-05,-5.61E-12
1010,5.77E-06,-6.90E-06,-1.99E-11
1011,-4.86E-06,1.00E-05,-2.43E-11
1012,3.66E-06,-1.14E-05,-2.09E-11
1013,-6.27E-07,-5.88E-06,1.84E-12
1014,-5.91E-06,1.09E-05,-3.21E-11
1015,-6.29E-06,1.58E-05,-4.98E-11
1016,7.28E-06,1.83E-05,6.68E-11
1017,4.26E-06,7.38E-07,1.57E-12
1018,-2.52E-06,3.83E-06,-4.83E-12
1019,1.60E-05,-3.03E-06,-2.42E-11
1020,-3.13E-05,-2.09E-05,3.27E-10
1021,-9.29E-06,-1.46E-06,6.80E-12
1022,-6.83E-06,-1.16E-05,3.95E-11
1023,2.47E-06,2.16E-05,2.66E-11
1024,-7.09E-06,7.98E-06,-2.83E-11
1025,-1.09E-05,-1.27E-05,6.91E-11
1026,-1.64E-05,-2.39E-05,1.95E-10
1027,-1.92E-05,1.58E-05,-1.51E-10
1028,-9.26E-07,1.76E-05,-8.13E-12
1029,1.47E-05,1.38E-05,1.02E-10
1030,2.77E-05,-1.82E-06,-2.53E-11
1031,-8.52E-06,-4.85E-06,2.07E-11
1032,1.54E-06,7.60E-06,5.85E-12
1033,6.82E-06,-8.55E-06,-2.92E-11
1034,6.59E-06,7.24E-06,2.39E-11
1035,2.19E-07,-1.65E-05,-1.81E-12
1036,9.63E-06,-1.22E-05,-5.88E-11
1037,-4.62E-07,6.04E-06,-1.39E-12
1038,6.12E-06,5.14E-06,1.57E-11
1039,-5.30E-06,-1.44E-06,3.80E-12
1040,4.16E-06,1.59E-06,3.30E-12
1041,-4.96E-06,4.20E-06,-1.04E-11
1042,3.13E-06,-7.01E-06,-1.10E-11
1043,9.98E-06,-4.30E-06,-2.15E-11
1044,1.66E-05,9.66E-06,8.04E-11
1045,1.34E-06,-5.27E-07,-3.55E-13
1046,-1.09E-05,4.57E-06,-2.50E-11
1047,1.38E-05,-1.15E-06,-7.93E-12
1048,-6.43E-05,-9.61E-06,3.09E-10
1049,-5.34E-06,6.92E-06,-1.85E-11
1050,1.18E-06,-1.11E-05,-6.53E-12
1051,1.40E-05,9.29E-06,6.49E-11
1052,9.19E-06,-1.36E-05,-6.24E-11
1053,3.06E-06,-4.57E-06,-7.01E-12
1054,-7.88E-06,2.52E-05,-9.94E-11
1055,2.12E-06,3.32E-06,3.51E-12
1056,3.85E-05,3.37E-06,6.48E-11
1057,-1.44E-05,-1.77E-05,1.28E-10
1058,7.48E-06,-1.80E-06,-6.73E-12
1059,2.09E-05,-9.41E-06,-9.83E-11
1060,-1.28E-06,-1.28E-05,8.21E-12
1061,-2.87E-05,5.79E-06,-8.30E-11
1062,-4.69E-07,-3.03E-06,7.09E-13
1063,9.28E-07,-9.26E-06,-4.30E-12
1064,2.52E-05,-2.29E-05,-2.89E-10
1065,-3.08E-07,1.98E-05,-3.06E-12
1066,1.75E-05,-8.25E-06,-7.21E-11
1067,-5.15E-06,-2.81E-05,7.23E-11
1068,3.35E-05,-6.79E-06,-1.14E-10
1069,1.42E-05,1.74E-05,1.24E-10
1070,1.93E-05,-4.67E-06,-4.52E-11
1071,-5.02E-05,2.28E-05,-5.73E-10
1072,-2.98E-06,-1.98E-05,2.96E-11
1073,-2.25E-05,-5.32E-07,5.98E-12
1074,-9.15E-06,1.33E-06,-6.10E-12
1075,2.67E-06,4.59E-06,6.13E-12
1076,1.49E-05,-1.23E-05,-9.20E-11
1077,4.59E-07,1.14E-05,2.61E-12
1078,-3.52E-05,1.35E-05,-2.38E-10
1079,-1.60E-06,2.12E-05,-1.70E-11
1080,-4.57E-06,-5.71E-06,1.30E-11
1081,-2.55E-06,1.48E-05,-1.88E-11
1082,5.18E-07,1.37E-05,3.54E-12
1083,3.02E-05,-5.13E-06,-7.76E-11
1084,-4.53E-06,-1.01E-06,2.28E-12
1085,6.07E-06,-1.52E-05,-4.60E-11
1086,-3.08E-05,-1.64E-05,2.53E-10
1087,-7.41E-06,-1.45E-05,5.37E-11
1088,6.27E-06,-1.48E-05,-4.63E-11
1089,-1.15E-05,1.71E-05,-9.86E-11
1090,-3.46E-05,-1.06E-05,1.84E-10
1091,-3.14E-05,6.24E-06,-9.79E-11
1092,-7.08E-07,1.51E-05,-5.35E-12
1093,1.28E-05,3.09E-05,1.98E-10
1094,-8.34E-06,-2.99E-05,1.24E-10
1095,1.11E-05,7.12E-06,3.96E-11
1096,2.42E-06,3.34E-06,4.03E-12
1097,6.03E-06,-9.67E-06,-2.92E-11
1098,1.51E-05,-4.63E-07,-3.50E-12
1099,-1.22E-05,-1.41E-05,8.60E-11
1100,4.46E-06,1.56E-05,3.48E-11
1101,8.98E-07,-8.58E-06,-3.85E-12
1102,-5.53E-06,3.73E-06,-1.03E-11
1103,4.48E-07,-1.14E-05,-2.55E-12
1104,2.24E-05,-1.95E-05,-2.19E-10
1105,3.79E-06,1.77E-06,3.36E-12
1106,-5.84E-06,-9.25E-06,2.70E-11
1107,-1.39E-05,-2.80E-06,1.94E-11
1108,-1.43E-05,-1.05E-05,7.53E-11
1109,1.47E-05,-1.86E-06,-1.37E-11
1110,1.46E-05,-2.44E-06,-1.78E-11
1111,6.46E-07,1.55E-05,5.01E-12
1112,-1.86E-05,-1.65E-06,1.54E-11
1113,7.35E-06,6.05E-06,2.22E-11
1114,1.97E-05,-2.19E-05,-2.16E-10
1115,-7.34E-06,-1.27E-06,4.66E-12
1116,-7.73E-06,8.37E-06,-3.23E-11
1117,-1.61E-05,6.92E-06,-5.58E-11
1118,-8.85E-06,-1.26E-06,5.59E-12
1119,-1.27E-05,2.61E-05,-1.66E-10
1120,4.12E-06,9.39E-07,1.93E-12
1121,2.49E-06,1.67E-05,2.08E-11
1122,-1.77E-05,4.65E-06,-4.12E-11
1123,1.43E-06,-8.44E-06,-6.03E-12
1124,1.57E-05,-7.13E-06,-5.58E-11
1125,7.44E-06,5.48E-06,2.04E-11
1126,4.51E-05,-1.13E-05,-2.55E-10
1127,-1.48E-05,-1.38E-05,1.02E-10
1128,-1.54E-05,-5.45E-06,4.19E-11
1129,-1.48E-05,6.34E-06,-4.70E-11
1130,-2.99E-05,5.58E-06,-8.33E-11
1131,8.86E-07,-7.99E-06,-3.54E-12
1132,-9.80E-06,-5.34E-06,2.62E-11
1133,-8.90E-06,1.00E-05,-4.46E-11
1134,-4.33E-06,7.73E-06,-1.67E-11
